"sim","censored","beta1_ee","se_beta1_ee","alpha_ee","se_alpha_ee","sigma2_ee","beta1_lme","se_beta1_lme","alpha_lme","se_alpha_lme","sigma2_lme"
29,0.461,0.207579515681238,0.0203919691783936,0.998059373259358,0.0214739967344617,1.24150419431186,0.211993086189367,0.0205336209781622,0.98801083707418,0.0193997697198379,0.956295163966657
30,0.485,0.249583763976215,0.0225177740168664,1.00304872919017,0.021844868532363,1.27384821479856,0.245608539994965,0.0213600434122329,1.06210868372274,0.0203376362210567,0.969326462664653
31,0.461,0.250796495322541,0.0215596483514539,0.97862049011914,0.0216058318251636,1.23061436864345,0.242635202197208,0.0209672215405781,1.00665144486992,0.0198657543212237,0.94866483295428
32,0.451,0.259358909112046,0.0241491092735082,1.01322160013866,0.0232728639680843,1.34548983968566,0.266587752585478,0.0223084423611466,1.01645916555077,0.0183713321170351,1.04297519345114
33,0.429,0.218236756563405,0.0228919937015842,0.997813598137942,0.0224994372444887,1.34522878164453,0.218529973455857,0.0224550656258962,0.970200743002055,0.0195923410831095,1.05832664165333
34,0.467,0.269303655459974,0.0213648164453255,0.976588916589482,0.0214319761298697,1.23849345495439,0.262701732541955,0.0212366770227538,1.00482117706286,0.0194505939595786,0.950966834911164
35,0.481,0.274205842656825,0.023444768453519,0.990610331663374,0.0231178391664672,1.38494843879671,0.266987211156484,0.0226979663182052,1.02688680899783,0.0205731759031467,1.05415590632369
36,0.465,0.224420552671362,0.0209609541707105,1.01423556317524,0.0224354151367237,1.34889048234149,0.223933935757941,0.0211406620351171,1.06773319906717,0.0203346054042596,1.03903758519911
37,0.452,0.2736264594709,0.0226757964117521,1.01032595177576,0.0221820938329182,1.26451190787684,0.27191492534479,0.0214064055408032,1.02583194434268,0.0198513811993452,0.979835678191014
38,0.444,0.240484982314564,0.0221970843821469,1.01789788089623,0.0220286761380266,1.25252285752447,0.242857328346136,0.0217607747199347,1.01333284195925,0.0199695841894718,0.975350520401194
39,0.464,0.26351308978862,0.0235609389288996,1.04036612383761,0.0227608641357477,1.33416735810812,0.255049561436911,0.0226181870729449,1.06057274526407,0.0201414462912523,1.02599799170481
40,0.435,0.287183364137626,0.0224115520327139,0.984898613203061,0.0231722916489037,1.3188548562106,0.288972597618586,0.0222598587742003,1.03147665574233,0.0210276007897762,1.03511378639452
41,0.438,0.193704508061466,0.0228250810458553,0.985517395268781,0.0229659371068182,1.34462741357575,0.202229729123341,0.0221768768379894,1.00853019585832,0.0200534118560367,1.05164364711977
42,0.462,0.266289256721122,0.0227363129548715,1.00574447129135,0.0219382432132623,1.27106305479666,0.254470690648086,0.0214458967683081,1.031958277191,0.0198507074054722,0.979098335306803
43,0.468,0.263375780044368,0.0222476968181924,1.00913112292427,0.0226843710641703,1.32348627390346,0.263247324737572,0.0217719610236426,1.01011487289199,0.0201952033890598,1.01468297625501
44,0.452,0.275839036379963,0.0218011016478828,1.02590081440171,0.0224750928667761,1.29086598937354,0.286239385179407,0.0214293192790112,1.06375851282026,0.0197656695699955,1.00152348557395
45,0.465,0.243711693328223,0.0215090728247812,1.07246388037952,0.0228770735824934,1.33179964549195,0.242845002712763,0.0217424251407967,1.05264718413962,0.0191144127499876,1.02339974787772
46,0.459,0.220143688718189,0.0214758966979729,0.985221364475362,0.0220093143414393,1.20526423313464,0.215702839580661,0.0207424981828169,1.033978345763,0.0195183634409474,0.93187039499721
47,0.459,0.235025912626973,0.0219176948125928,0.983470226989043,0.0228107732122528,1.29808144209318,0.229003682335512,0.0216464957030486,1.03703152994095,0.0198387997950012,1.00394082524026
48,0.436,0.229937368874868,0.0228555656116378,0.964462237863571,0.022894020730547,1.27920338038947,0.222202751901164,0.0222836209075379,1.02738492249093,0.0202911689149503,1.00523495842579
49,0.488,0.28872139741156,0.0217237405304818,0.9968149166591,0.0224862459361676,1.32132169788955,0.288112644706789,0.0216416745724506,0.933752468884641,0.0183018886420032,1.00370874307233
50,0.456,0.265859924129896,0.0225520630425887,1.02474934563191,0.0236603723768931,1.42143721027123,0.268698833003907,0.0226666115246646,0.969481751204134,0.0200070477573122,1.10133730810866
51,0.47,0.235409245951352,0.0239021536397591,1.01451081853067,0.0222754629210081,1.32325399990791,0.232123313933906,0.0225239246304147,0.930552045383668,0.0192834379254119,1.02021375559045
52,0.472,0.260905707522977,0.0211210149537774,1.02353874247949,0.0223245029800712,1.26219091636279,0.261198421672399,0.0205909175649099,1.04058389727364,0.0197097764589989,0.965452000362212
53,0.469,0.234276938719893,0.0211174537612085,0.976296949643041,0.0224510493098948,1.30595777894199,0.229775629967294,0.0213999651312352,0.970033610538789,0.0191634839340974,1.00061364391718
54,0.474,0.2280159177854,0.0214936766708293,0.969742557254488,0.0222746982067942,1.26805320838955,0.232965573107312,0.0217950717105817,0.933662580905666,0.0189875332518384,0.969678331893509
55,0.437,0.260432545254911,0.0232183818197641,0.988638938761542,0.0229210967392945,1.31584844321173,0.2543338565225,0.0220114025653163,1.00987884576334,0.020098006883007,1.02971431932848
56,0.458,0.241032259745782,0.0221146291480376,0.96319457933068,0.0222652548115616,1.23835190288435,0.245812101038641,0.0215477485370661,0.998738264432244,0.0199087189647524,0.956915225240941
57,0.451,0.251513522095292,0.0207737666141247,0.948850007703186,0.0215043606205632,1.21087692086837,0.253147023897089,0.0210853791166641,0.986823148334436,0.0194581463117289,0.940089943709522
58,0.444,0.258057841971524,0.0217687067258309,1.0135415520724,0.0217887370262604,1.20501326537748,0.260220497492041,0.0207140509444098,0.990654628716119,0.0191454034640301,0.938840083508509
59,0.472,0.240454026316246,0.0223494269711856,1.03436816460543,0.0229894043795978,1.32439411884321,0.242427420739856,0.0222636523821823,0.910073364354392,0.0183305177207066,1.02812447780301
60,0.463,0.241476076555279,0.0229076321879542,0.99359244468347,0.0218322325060569,1.25323270213854,0.250525162627858,0.0216431134530664,0.983694647978471,0.0196214549351915,0.964130476776758
61,0.482,0.266610004408078,0.0210692341520635,1.00000795568585,0.0222267419178841,1.25397078197515,0.263013390477559,0.0212006339930162,1.0609714539923,0.0199871061077032,0.956354170837439
62,0.442,0.260985293430673,0.022191908457103,1.02557932891165,0.0219562745547195,1.2705828011412,0.253060276379564,0.0217930042167211,0.916440483411986,0.0184715199035089,1.00256815298023
63,0.46,0.242516851479432,0.022066506657286,0.955128437392026,0.0227439765124802,1.33050973353773,0.249881911399054,0.0218406066622279,1.01543495769617,0.020533858134107,1.0290849721329
64,0.457,0.231981365651457,0.0212389239608906,1.01055428441076,0.0224777026061283,1.2912337598698,0.242046313471638,0.021458381653313,1.05581824875363,0.020091844163641,0.999173594828518
65,0.473,0.24388512355714,0.0212253139076474,1.02071385129134,0.0217078441541805,1.28378133992765,0.250407068856521,0.0220871533029194,1.05631925745762,0.0199303827330473,0.982344218566062
66,0.468,0.257295261796567,0.0210824142212826,1.00303258318735,0.0221385646880484,1.23183198442133,0.252249436086106,0.0207101493961703,1.0454592723665,0.0197840662771993,0.94625123697866
67,0.452,0.209657288635203,0.0233140664607402,0.996579427546801,0.0227294764947592,1.3289505954965,0.211051580874667,0.0224491173376565,0.961929342212533,0.016037404758359,1.03055599022305
68,0.466,0.251707983842012,0.0222918862316175,0.98129545437747,0.0218147040569118,1.30717627106962,0.255020019515836,0.0214804365294673,1.03542032326228,0.0205145695220515,1.00643291739813
69,0.433,0.22116165324784,0.0217690781783392,1.02237909209166,0.0218807684731643,1.24423142986513,0.220095326077733,0.0214113450512491,1.09046979306461,0.0202727607307375,0.980366727023779
70,0.471,0.195731665996802,0.0237687705307374,1.0257535316599,0.0229493473676763,1.34596150901186,0.196216683999216,0.0218828356559199,1.09347922686438,0.0208151739804262,1.03449401206871
71,0.441,0.241024174536356,0.0228876495303071,0.986442288978875,0.0219281095677891,1.26051103000769,0.239739787228537,0.0216022443393906,1.00472908813081,0.0197364979850323,0.983753296685835
72,0.462,0.22136518729686,0.0232123371780137,0.976153741267841,0.0225472291742483,1.32481083797301,0.222980643424775,0.0220547749987226,0.944856898207817,0.0193133480049408,1.0206206443083
73,0.43,0.211323874046085,0.0215865482158368,0.986024904955569,0.0226764231752132,1.27989316476124,0.217870171955306,0.0214606153839002,0.997789876493857,0.0195501476286407,1.00575064478154
74,0.461,0.26883057931056,0.0208935332754875,0.979847159889316,0.0219108466362735,1.23457731812059,0.262151015679003,0.0206338218516346,0.990922566432527,0.020075677645798,0.951034909796633
75,0.426,0.249192309812888,0.0225355408917313,1.00064470737504,0.0227420982371428,1.31890388707512,0.247374829064684,0.0221523305870665,1.06612907852475,0.0205469721469893,1.04318188545017
76,0.455,0.219000669747179,0.0225308170156541,0.994085502173491,0.0224735647496807,1.30910700115443,0.226324395316626,0.0218544279676385,1.02422905135006,0.0196826986584442,1.01311843876854
77,0.465,0.231140258152391,0.0217693460227814,0.971882762643953,0.0218950182884131,1.25848790864979,0.230250595296329,0.0213036035360231,1.051872948759,0.0197863282043118,0.97313986853167
78,0.459,0.268906442545923,0.0218028946816766,0.978989659659392,0.0226649691716948,1.28541719751823,0.258439999513325,0.0216097697706792,1.00615984119263,0.0199629546234206,0.992112604087323
79,0.441,0.253218601933014,0.0228427740864713,1.00776511616438,0.022658291315147,1.28805151097028,0.249335425219024,0.0220426729759083,1.02349859293439,0.0199321362292981,1.00516866536
80,0.464,0.291432554478874,0.0225987539171256,0.98280855296911,0.0227867047152957,1.3276125972412,0.294835982194147,0.0216250019797713,1.03761007110485,0.020504350974238,1.02351859017299
81,0.455,0.214045245514205,0.021956559859164,1.02205366572215,0.022889184803291,1.32298777503584,0.214346991805735,0.0217151373182987,1.09812379123089,0.0205707508598026,1.02870174664583
82,0.44,0.248619794137698,0.0214384664828277,1.02619002853097,0.0219037005753993,1.25348979369608,0.245829464181716,0.0207960134482114,1.07782832790407,0.0201019139663273,0.981264328018731
83,0.461,0.265684883315305,0.0231139462763099,0.991013057722799,0.0221857129939991,1.31916603359757,0.270722872489419,0.0222467068648142,1.05942039076549,0.0200021062414044,1.02069339401506
84,0.473,0.264247239944531,0.0223362623819526,1.00254930209212,0.0225266233361307,1.36046067176586,0.274223351811876,0.0214357832912428,1.08148035328617,0.0206663935615799,1.04595089082005
85,0.465,0.207160234971046,0.021845788730781,1.00270643369757,0.0223724300892856,1.30286325275904,0.21017705692934,0.022178159062652,1.03267185017086,0.0201101768241501,1.00173472022849
86,0.437,0.256463099475074,0.0231917866002581,0.992526349411013,0.0231278849085866,1.36694843525434,0.255018194917924,0.0227363494461989,1.03085649883555,0.0210361120691245,1.07068571833038
87,0.428,0.257362474268583,0.0221858464801646,1.01786976183395,0.0223368176316597,1.29176839394612,0.268356619209884,0.0222745887204881,0.765970765150859,0.0167157791675287,1.07939866934563
88,0.461,0.272047968020514,0.0223668632437021,0.999290287720463,0.0224991031503086,1.25844297584197,0.271235512180482,0.0216769594197878,1.05418780426531,0.0199138427076797,0.972237366459101
89,0.453,0.270992450826369,0.0223100821857794,0.964811321901629,0.0225910753642743,1.31642522300962,0.268121217441535,0.0221057678013943,0.978013458215581,0.0206349174793132,1.01934837727825
90,0.435,0.222010805974088,0.0224374488707281,1.0490357315766,0.0225157179006398,1.25771831725272,0.226273169390842,0.0217231967911668,1.0556587655702,0.0199577769600619,0.985095007603302
91,0.446,0.266166933708623,0.0228322113695318,0.982829671462081,0.021685465785709,1.24716457254183,0.265709859293262,0.021353235842108,1.02919847921623,0.0198521728824699,0.972052081409263
92,0.471,0.234864036557001,0.0233735926205942,1.01492600543496,0.0222441037211459,1.28902484927876,0.240924642519232,0.0215729172133268,0.985068918321254,0.0192173520677123,0.987215740213199
93,0.436,0.234746050695487,0.0214219153625309,1.01456315331909,0.0212139029980627,1.20919253100755,0.237587759832667,0.0210363228979692,1.06877587368244,0.0192588929946413,0.949354067905641
94,0.46,0.269213130083493,0.0213925007355891,1.00102241940066,0.0218748799621846,1.32392979044656,0.258937719502595,0.0215231551501685,0.98141778315618,0.0192795131695005,1.02077001133567
95,0.449,0.219752326891446,0.023025560807021,1.02010145141502,0.0218741120208482,1.29830432771723,0.223648830380604,0.0214137835092131,1.06595469293895,0.0201314312513437,1.0098361625856
96,0.45,0.227528937396491,0.0224711194493503,0.969963159640312,0.0220473659830986,1.26040337388069,0.231064490632294,0.0210151257911894,1.01597974534235,0.0199008436857344,0.979794334573639
97,0.477,0.253993511844128,0.0225230155116171,1.02841347816697,0.0226774858021602,1.3472403508818,0.257456181824127,0.0217049199819414,1.03456849771727,0.0202169977369995,1.02686443842634
98,0.472,0.275135271352472,0.0219222803632618,1.02502596544819,0.0215346695783022,1.29524092370149,0.273811564770922,0.0215827472368021,1.00038513652615,0.0204617675261923,0.991067001144235
99,0.431,0.25320461663956,0.0221689947062536,0.990456334616542,0.0221445363060735,1.25736797754674,0.253431606435015,0.0215583379517533,0.982364889284138,0.0195242564532089,0.98731848881469
100,0.457,0.238124303324247,0.0218621970347615,1.02646432033479,0.0220716026158978,1.32030292038273,0.241031051814647,0.0216306093956474,1.02448156403148,0.0180756901491827,1.01943335534872
101,0.478,0.257056996362337,0.0221236678845598,1.00091471578676,0.0233860408111144,1.38639713730081,0.257219718514672,0.0226900310388375,0.866412478599416,0.0178777872166396,1.07396761799147
102,0.477,0.28051789264863,0.0228035777850688,1.00764227739223,0.0222066389628597,1.31399168371165,0.278795540570077,0.0216227530676771,1.00282262270097,0.0191281603894775,1.00147220804652
103,0.492,0.253353054589375,0.0230319514020118,1.00431306694369,0.0232698014776214,1.42071495438574,0.249771857598342,0.0223856705952197,0.977735887000033,0.0192392811790101,1.07281457039067
104,0.456,0.282288367402397,0.0215476350102131,0.995968876433594,0.022363404269853,1.28105467071904,0.288286432696959,0.0213179298473203,0.97485058414437,0.018692171098708,0.990279036167714
105,0.487,0.300308380082765,0.0213546331591936,0.999321108482957,0.0225458829617296,1.32440717864079,0.304340813521955,0.0220020300916171,0.995650371136135,0.020004932671597,1.00282153575507
106,0.474,0.235022554525478,0.022672407766656,0.991947827831569,0.0222204107089859,1.37892105561841,0.243837628077418,0.0217343169761228,1.0485825447188,0.0208762855690682,1.05635370815645
107,0.44,0.241350585802904,0.0220961025314368,1.02297046564539,0.0224575834960294,1.27554523855425,0.235455813623329,0.0217277942058168,1.07406760106081,0.0201789530762551,0.998426372866113
108,0.447,0.283549197681574,0.0208477365145485,1.02427240929355,0.02195322763927,1.28894878304305,0.273054471257243,0.021621883323738,1.06237688889713,0.0200824697519847,1.00331472082914
109,0.456,0.22645937108473,0.0221617414190463,0.965287731842416,0.022678702955145,1.29441980693684,0.233398343963626,0.0219831261901625,0.953388640593979,0.0197428308558539,1.0003458602364
110,0.472,0.270890767245113,0.0224735561379401,0.982835217043881,0.0228995629330677,1.36511978626948,0.266386053056693,0.0216350108166298,0.987138948070292,0.0202344961515721,1.04389937179987
111,0.486,0.236517100605328,0.0219494793861375,0.99412694087149,0.022416917532576,1.33444415338911,0.228692464525854,0.0216112960077803,1.0074502385026,0.0200454365018321,1.01129688164084
112,0.455,0.243128466300544,0.0226864803830631,0.991071573148845,0.0225114082456101,1.3156781999203,0.240652030668081,0.0219385522313758,1.0647117614177,0.0204372198371778,1.02268594407406
113,0.466,0.249445610837322,0.0232736124159011,1.02070032973249,0.022114490094509,1.29719860833196,0.243262207223161,0.0222459877063871,1.05688570479713,0.0200618335626165,0.997165590375225
114,0.447,0.238069335055716,0.0207122227313686,0.998128441417673,0.0218218288794325,1.22617225495705,0.244085858454133,0.0209131693597171,0.997193877774768,0.018971909078911,0.952975270592572
115,0.462,0.281897735765705,0.0216346771613056,1.00805878611343,0.0223877844951304,1.36540706663013,0.271115913334816,0.0225442870038518,0.89718334530846,0.0191454115000903,1.06322423458299
116,0.459,0.266481239747376,0.0223990544802121,1.01489578528508,0.0211515736587265,1.2592320384381,0.273133463427474,0.0210854157735155,1.05018837594193,0.0199993999067656,0.972385870409923
117,0.459,0.257418501931919,0.022883039063914,1.00919863483369,0.0224661875185531,1.28747152198445,0.256601332780804,0.0218138515549176,1.02019143196129,0.0196201417625346,0.992969689294056
118,0.452,0.252993497774723,0.0213269300656234,0.972571718217491,0.0222765054175252,1.26819374781826,0.254675685019818,0.0214076140695578,0.983547373726904,0.0199661075091673,0.982573369789878
119,0.452,0.238966894717893,0.02125520098442,0.98262901367922,0.0217561129381699,1.2881428994881,0.246730908789101,0.0212502893831865,1.04241711038268,0.0203051448780877,1.00150820224174
120,0.473,0.242454308076092,0.0224908170839982,0.975916881829927,0.0218099843790204,1.32087734180512,0.245661178019937,0.0223534919941519,0.974932282494955,0.0205010046389795,1.00940188800452
121,0.475,0.203904433710079,0.0230406449973254,0.985309389139057,0.0223819445154492,1.28236464196644,0.199867664838077,0.0218396038746161,0.989868390462679,0.0201044007389706,0.978710709510112
122,0.487,0.247351775688303,0.0220449389113816,0.977076463849727,0.022305072120215,1.27359872521336,0.247397379931091,0.0213271899143577,1.03773176362765,0.0198161099150347,0.968003801169943
123,0.477,0.248256468228161,0.0223130393225848,0.970727064808536,0.0219581553258383,1.2607271181466,0.247835104288978,0.021617247768272,0.986823468243797,0.0195412016562708,0.961139361491962
124,0.455,0.284036806996122,0.0228243097259074,1.01402665119865,0.0223507633611088,1.36884970108627,0.28951634516046,0.0215290587647778,1.06974242413381,0.0206963364538533,1.06147385541748
125,0.453,0.251594087702962,0.022279516792455,1.00812669608984,0.0230053589218833,1.35295628574293,0.246674681236388,0.0228058245709922,1.04386895963754,0.0202373695138376,1.04871864306253
126,0.466,0.286711602234065,0.0211922549201202,1.02740538751517,0.0213823120156708,1.22639331975803,0.292572105220775,0.0210538648928296,1.05270949635896,0.0197458990098195,0.942146548861978
127,0.459,0.25504150195528,0.0226430147851935,1.00725505046302,0.0218928492791933,1.30709897791076,0.25990623058483,0.0217354778251944,1.04682873170841,0.0202550480845943,1.00959064807703
128,0.448,0.261988848462224,0.0216574954281347,0.996636851180919,0.022108464522173,1.30682141508619,0.262097034661868,0.0214914236547144,1.04057245525247,0.0203136844620899,1.01691651789341
129,0.462,0.253232558929496,0.0247545431992549,0.992648198499075,0.02272907752204,1.33817867452121,0.262419924759971,0.0223315256343798,0.967320989947319,0.0200203739371105,1.03065845877541
130,0.445,0.242982351631434,0.0232217369563793,0.963755548681506,0.0225559253677556,1.30061523659402,0.244034674200747,0.0220244293399039,0.924961181510916,0.0189137154493235,1.01357290347212
131,0.461,0.259083501956553,0.0218145112728034,1.000835240983,0.021370973635054,1.22951324205935,0.257627615973919,0.0215809790437164,0.999911263347898,0.0186807539978499,0.94691304050865
132,0.437,0.252861109317846,0.0226835100606283,0.984277975092994,0.0222545727880538,1.29507294118119,0.25401736529163,0.0217890344051998,1.06646539318942,0.0203719635868489,1.01974995200331
133,0.444,0.26996066716342,0.0216180078624478,1.00233119068136,0.0219269538430395,1.25637322536014,0.274360807517131,0.0217603026494753,1.10082864248753,0.0202638705522226,0.988063366631016
134,0.445,0.23624221722718,0.022611037298017,0.988308446221979,0.0223932027046525,1.30839338201462,0.23497868984126,0.0216968070680062,0.993919016154069,0.0201055141557872,1.01819657200142
135,0.489,0.271162277842746,0.0207097945941798,0.996571128189819,0.0215632164303162,1.29163089540782,0.273411426158546,0.0210557747443204,0.953678524212243,0.0189887146997977,0.978496589968091
136,0.495,0.260203000391834,0.0219981959182448,1.0310919414295,0.0228597168013952,1.35203245768095,0.255326841881563,0.0216649797155048,1.10069102183583,0.0205476848636816,1.02317142825594
137,0.482,0.200578933765995,0.0213694904245778,0.978154292488222,0.0222686628532141,1.31615581045928,0.21669470849808,0.0214846571987995,1.05241758216215,0.0202923577351506,1.0056237714044
138,0.497,0.250798577848242,0.0222667487199273,1.01770547352527,0.0217853333298938,1.32248057740344,0.250407876242454,0.0217942694461855,1.05378231396581,0.0195869458985262,0.995998666996794
139,0.476,0.245745714067999,0.0221293028205149,1.00174912852227,0.0219608735599793,1.3034764963835,0.247084149132144,0.0217272336988331,1.0576496349971,0.0199747946917664,0.997234512170007
140,0.425,0.275946317526078,0.0230444067206619,0.984549111298206,0.0222123815439661,1.30407565690696,0.264030471804784,0.0221646488646462,0.979610573025403,0.0200479291309541,1.0280247123355
141,0.455,0.305965592445791,0.0218957518547586,0.97036444252118,0.0224981394536796,1.29590767678847,0.312069348522781,0.0210129180837971,1.03475198400157,0.0201920526808189,1.00614725893912
142,0.462,0.253360532406989,0.021944754547232,1.00499457916882,0.0213005136075935,1.24688791163815,0.243471344959933,0.020887645784375,1.02668868416196,0.0196880182601104,0.96025901100185
143,0.455,0.24330214941819,0.0226990504962212,1.03921192073266,0.0220980287888172,1.27163037709626,0.242837068565814,0.0212221572703768,1.09932683086397,0.0202150130143116,0.986815626934836
144,0.461,0.251028626824092,0.0217873873845681,0.98320656040061,0.0219197719035274,1.32159628585303,0.236571938810115,0.0216014840562263,1.03878920252814,0.0203425061445504,1.02117198792726
145,0.446,0.228248649762836,0.0218576567566047,0.976062141559843,0.0225968987999138,1.25997380644076,0.226394313465262,0.0211640334640503,0.992856577812724,0.0194660696755126,0.980128905946524
146,0.429,0.262299260875243,0.0223509907522001,0.987381683428399,0.0218697184156356,1.2556035109254,0.267398206640072,0.0218161499561852,1.07930745916538,0.0204735354293338,0.995607204164436
147,0.448,0.263906868549619,0.0222301351988269,0.96359947549674,0.0227661588158552,1.33049006080553,0.260921362941671,0.0217759072155373,0.999477150101625,0.0201956389134661,1.03465907587911
148,0.459,0.216058648925404,0.0209474251708761,0.965431730798661,0.0221057543989847,1.24767680453344,0.220303484482348,0.0211630144010639,1.04087748539593,0.0200881233327992,0.967897243768492
149,0.451,0.291975073719348,0.0230065183823668,1.01209802689731,0.0220706793448553,1.27819101714288,0.289926567666621,0.0217235000061685,1.05381659936534,0.0196829338374564,0.992556981584262
150,0.442,0.263987585353597,0.0205382914283019,0.998655041470553,0.0219473790793783,1.26607125934598,0.270994685119394,0.0214046366374508,0.973880861009975,0.0198048513035173,0.987794855132619
151,0.447,0.25608586965311,0.0224163370958439,1.00673653301445,0.0224223188420202,1.29336468446778,0.250544076466498,0.0217638230729692,1.03835211246697,0.0199631496359784,1.0061817185962
152,0.468,0.264106328507105,0.0218443061528624,1.04191722380432,0.0218724122917078,1.29005916194405,0.272185948880097,0.0218287263835488,1.05095051700957,0.0200784164911918,0.989203402835777
153,0.474,0.229500899277151,0.0224121253890438,1.00729907403016,0.0215091991422284,1.30500569428466,0.226970301639595,0.0216975526640241,1.06179303560517,0.0198038453552683,0.999555432187391
154,0.478,0.244990329581812,0.0225576586539304,1.00413718882678,0.0220267108139363,1.33171127958763,0.246555828748925,0.0214079396113357,1.00109162925319,0.0200405505396622,1.01432871344439
